Data,Srednia temperatura powietrza,Maksymalna temperatura powietrza,Minimalna temperatura powietrza,Minimalna temperatura powietrza przy gruncie,Srrednia wilgotnosc powietrza,Srednia prezystosc pary wodnej,Srednie zachmurzenie,Srednia predkosc wiatru,Czas trwania wiatru >= 10 m/s,Czas trwania wiatru >= 15 m/s,Cisnienie na poziomie morza,Cisnienie na poziomie stacji,Dobowa suma opadu,Opad - dzien,Opad - noc,Wysokosc pokrywy snieznej,Rownowaznik wodny sniegu,Uslonecznienie,Czas trwania opadu deszczu,Czas trwania opadu sniegu,Czas trwania opadu deszczu ze sniegiem,Czas trwania mgly,Czas trwania rosy,Czas trwania szronu,Czas trwania burzy
2011-11-27,7.3,9.7,4.1,1.7,70.1,7.2,5.1,5.8,2.2,0.0,1017.0,1001.7,0.0,0.0,0.0,-,0.0,4.9,0.4,-,-,-,-,-,-
2011-11-28,5.8,10.6,1.5,-1.7,74.3,6.8,1.6,4.9,0.0,0.0,1025.9,1010.4,0.0,0.0,0.0,-,0.0,5.7,-,-,-,-,-,5.0,-
2011-11-29,0.4,9.6,-4.6,-7.8,87.1,5.5,0.8,2.9,0.0,0.0,1024.5,1008.7,0.0,0.0,0.0,-,0.0,7.6,-,-,-,-,-,15.0,-
2011-11-30,2.8,6.1,-3.6,-6.6,91.4,6.9,3.3,3.0,0.0,0.0,1025.5,1009.8,0.0,0.0,0.0,-,0.0,0.7,3.8,-,-,1.9,-,10.1,-
2011-12-01,0.7,6.3,-7.0,-9.0,94.9,6.2,4.3,1.9,0.0,0.0,1024.0,1008.2,0.0,0.0,0.0,-,0.0,0.6,0.2,-,-,5.6,4.0,-,-
2011-12-02,6.7,10.3,2.6,0.0,74.8,7.3,7.0,4.6,0.0,0.0,1012.5,997.3,0.0,0.0,0.0,-,0.0,0.5,1.4,-,-,-,0.3,-,-
2011-12-03,5.5,8.4,-1.2,-4.1,79.5,7.1,6.0,5.0,0.0,0.0,1011.2,995.9,0.1,0.0,0.1,-,0.0,4.9,4.8,-,-,-,-,4.0,-
2011-12-04,7.7,11.1,5.5,3.9,80.4,8.4,7.3,4.9,0.0,0.0,1001.3,986.2,11.9,3.2,8.7,-,0.0,0.0,4.8,-,-,-,-,-,-
2011-12-05,4.9,7.8,1.6,0.5,82.9,7.2,5.4,5.3,0.0,0.0,997.9,982.8,1.6,1.6,0.0,-,0.0,2.5,6.1,-,-,-,-,-,-
2011-12-06,2.7,5.1,0.3,-1.8,77.4,5.8,5.9,4.5,0.0,0.0,1006.2,990.8,0.0,0.0,0.0,-,0.0,0.8,0.6,-,-,-,-,4.0,-
2011-12-07,3.5,4.8,-0.5,-2.5,77.5,6.1,6.8,5.5,1.0,0.0,1003.8,988.5,1.0,0.3,0.7,-,0.0,1.2,5.8,-,-,-,4.0,-,-
2011-12-08,4.0,5.8,3.2,2.0,83.0,6.8,7.4,6.9,0.3,0.0,1012.1,996.7,2.1,0.2,1.9,-,0.0,2.7,8.9,-,-,-,2.0,-,-
2011-12-09,5.5,9.4,1.0,-0.8,76.9,7.0,6.6,5.8,0.0,0.0,1009.0,993.7,0.4,0.4,0.0,-,0.0,0.7,9.1,-,-,-,2.7,-,-
2011-12-10,1.9,5.4,-0.2,-1.9,80.4,5.6,2.5,4.3,0.0,0.0,1012.4,996.9,0.1,0.1,0.0,-,0.0,2.0,0.7,0.3,0.2,-,3.0,8.0,-
2011-12-11,0.3,4.7,-2.9,-6.2,80.8,5.0,1.3,3.5,0.0,0.0,1018.9,1003.2,0.0,0.0,0.0,-,0.0,7.1,-,-,-,-,-,17.0,-
2011-12-12,1.3,6.4,-4.9,-7.0,87.8,6.0,4.6,3.6,0.0,0.0,1012.6,997.1,0.6,0.0,0.6,-,0.0,4.7,3.8,-,-,-,-,9.0,-
2011-12-13,4.5,6.8,-3.3,-6.1,77.1,6.4,5.5,4.6,0.0,0.0,1010.6,995.3,0.1,0.1,0.0,-,0.0,3.8,1.6,-,-,-,-,-,-
2011-12-14,7.4,11.3,2.7,0.3,72.8,7.5,5.8,5.1,0.3,0.0,1007.6,992.4,0.0,0.0,0.0,-,0.0,1.4,0.1,-,-,-,-,-,-
2011-12-15,4.5,8.2,1.7,-1.4,75.8,6.3,6.1,3.9,0.0,0.0,1009.7,994.4,0.0,0.0,0.0,-,0.0,0.0,-,-,-,-,-,5.0,-
2011-12-16,4.5,8.3,-2.6,-5.1,80.3,6.8,5.4,6.3,3.0,0.0,991.0,976.0,0.9,0.8,0.1,-,0.0,0.3,2.8,-,-,-,-,8.0,-
2011-12-17,3.8,9.1,2.6,2.3,76.5,6.1,6.5,7.5,1.7,0.0,989.6,974.5,0.0,0.0,0.0,-,0.0,2.9,1.3,-,-,-,-,-,-
2011-12-18,3.1,5.3,1.7,0.2,75.6,5.8,6.5,5.1,0.0,0.0,1004.6,989.3,0.0,0.0,0.0,-,0.0,1.8,1.5,-,1.1,-,-,-,-
2011-12-19,1.7,4.1,-1.1,-3.8,77.5,5.4,5.9,3.4,0.0,0.0,1016.6,1001.0,0.0,0.0,0.0,-,0.0,4.1,-,0.2,0.6,-,-,-,-
2011-12-20,-0.9,3.1,-4.4,-8.3,82.9,4.8,4.8,2.5,0.0,0.0,1014.2,998.5,0.0,0.0,0.0,-,0.0,4.0,-,-,-,-,-,15.0,-
2011-12-21,-0.8,1.1,-6.2,-8.5,95.8,5.6,7.8,3.0,0.0,0.0,1011.1,995.5,3.1,2.9,0.2,-,0.0,0.0,0.1,13.5,5.1,-,-,2.3,-
2011-12-22,0.6,2.6,-0.4,-2.4,97.4,6.2,7.1,1.5,0.0,0.0,1021.4,1005.6,0.0,0.0,0.0,1,0.0,0.1,0.9,4.2,-,0.2,-,-,-
2011-12-23,2.6,5.1,-1.1,-3.0,97.3,7.2,7.9,1.8,0.0,0.0,1020.5,1004.9,1.2,1.2,0.0,-,0.0,0.0,11.8,-,-,0.5,-,-,-
2011-12-24,5.9,8.1,4.4,3.5,87.8,8.1,7.5,3.8,0.0,0.0,1014.7,999.4,3.3,0.0,3.3,-,0.0,0.0,7.0,-,-,-,-,-,-
2011-12-25,4.2,6.4,1.0,0.3,85.3,7.0,6.5,3.4,0.0,0.0,1028.9,1013.2,0.4,0.2,0.2,-,0.0,2.2,5.0,-,-,-,-,-,-
2011-12-26,7.6,9.0,4.1,3.6,87.4,9.2,8.0,4.5,0.0,0.0,1032.7,1017.2,0.0,0.0,0.0,-,0.0,0.0,3.4,-,-,-,-,-,-
2011-12-27,8.1,9.2,7.2,6.6,86.3,9.3,7.6,4.6,0.0,0.0,1034.3,1018.8,0.0,0.0,0.0,-,0.0,0.0,3.6,-,-,-,-,-,-
2011-12-28,5.6,8.6,1.9,-1.0,89.4,8.1,6.0,3.3,0.0,0.0,1027.7,1012.2,0.0,0.0,0.0,-,0.0,2.8,3.6,-,-,-,-,3.0,-
2011-12-29,4.7,7.4,1.0,-1.7,73.3,6.2,6.1,4.9,0.0,0.0,1017.0,1001.6,0.0,0.0,0.0,-,0.0,1.9,0.8,-,-,-,-,4.8,-
2011-12-30,3.4,5.6,1.3,0.4,81.3,6.3,6.6,4.9,0.0,0.0,1005.4,990.1,4.8,2.7,2.1,-,0.0,0.9,6.2,-,1.3,-,-,-,-
2011-12-31,1.8,4.1,-1.4,-4.7,91.1,6.4,5.8,3.4,0.0,0.0,1013.5,998.0,0.0,0.0,0.0,-,0.0,0.3,2.0,-,2.5,-,-,6.0,-
2012-01-01,3.0,7.5,-3.3,-6.6,91.0,7.1,6.3,3.0,0.0,0.0,1014.3,998.8,0.3,0.3,0.0,-,0.0,0.3,2.6,0.7,-,-,-,6.2,-
2012-01-02,9.6,12.4,6.7,4.3,82.3,9.8,7.9,5.4,0.0,0.0,1009.8,994.7,0.2,0.0,0.2,-,0.0,0.0,4.1,-,-,-,-,-,-
2012-01-03,6.6,8.9,2.7,1.1,74.4,7.2,5.5,5.4,1.2,0.0,1016.6,1001.3,0.1,0.0,0.1,-,0.0,6.5,0.8,-,-,-,-,-,-
2012-01-04,6.8,8.9,4.2,3.3,66.6,6.6,7.3,6.5,0.0,0.0,1008.8,993.6,0.0,0.0,0.0,-,0.0,1.8,0.2,-,-,-,-,-,-
2012-01-05,4.9,7.0,3.8,2.5,73.3,6.4,7.1,7.9,7.5,0.0,989.6,974.6,2.5,0.1,2.4,-,0.0,0.0,8.5,-,-,-,-,-,-
2012-01-06,2.6,5.2,1.3,0.7,86.1,6.4,7.8,7.1,0.3,0.0,999.6,984.4,1.2,1.2,0.0,-,0.0,0.0,14.9,0.3,0.5,-,-,-,-
2012-01-07,3.0,5.4,-1.2,-2.5,83.8,6.4,7.3,4.6,0.0,0.0,1011.5,996.1,4.3,3.2,1.1,-,0.0,1.2,6.1,0.3,0.5,-,-,-,-
2012-01-08,4.1,5.4,2.2,1.8,93.0,7.6,7.8,4.1,0.0,0.0,1012.0,996.6,3.0,1.3,1.7,-,0.0,0.0,11.7,-,-,-,-,-,-
2012-01-09,2.9,4.0,1.8,1.5,93.0,7.0,7.6,3.1,0.0,0.0,1021.5,1005.9,6.1,0.1,6.0,-,0.0,0.0,9.5,-,0.7,-,-,-,-
2012-01-10,4.3,5.8,1.2,0.8,90.5,7.5,7.6,4.9,0.0,0.0,1024.6,1009.0,1.1,1.1,0.0,-,0.0,0.0,10.0,-,0.3,-,-,-,-
2012-01-11,5.7,7.9,3.9,3.3,85.8,7.9,7.4,4.4,0.0,0.0,1028.2,1012.7,0.9,0.0,0.9,-,0.0,0.0,3.7,-,-,-,-,-,-
2012-01-12,7.0,8.4,6.3,5.5,83.0,8.3,7.1,5.8,1.8,0.0,1018.3,1003.0,1.1,0.0,1.1,-,0.0,0.0,1.1,-,-,-,-,-,-
2012-01-13,2.6,8.8,0.7,0.0,79.6,5.8,6.5,7.3,0.0,0.0,1011.5,996.1,0.6,0.6,0.0,-,0.0,1.1,-,3.0,2.7,-,-,-,-
2012-01-14,1.2,2.5,0.0,-0.6,74.5,5.0,6.5,5.9,0.0,0.0,1014.9,999.3,0.3,0.3,0.0,-,0.0,0.0,-,8.8,-,-,-,-,-
2012-01-15,-0.7,1.2,-1.8,-2.6,78.1,4.5,6.1,4.8,0.0,0.0,1021.0,1005.2,0.0,0.0,0.0,1,0.0,1.0,-,3.9,-,-,-,-,-
2012-01-16,-1.3,0.1,-2.6,-2.6,88.4,4.9,7.5,3.4,0.0,0.0,1024.5,1008.6,4.0,0.0,4.0,-,0.0,0.7,2.5,11.1,-,-,-,-,-
2012-01-17,0.6,1.0,-0.6,-0.8,99.0,6.3,8.0,2.6,0.0,0.0,1023.7,1007.9,3.9,3.0,0.9,3,0.0,0.0,0.9,13.8,6.4,0.5,-,-,-
2012-01-18,1.4,4.1,-0.7,-2.6,83.0,5.6,6.8,3.4,0.0,0.0,1026.3,1010.6,2.1,0.0,2.1,-,0.0,4.7,-,-,-,-,-,6.0,-
2012-01-19,2.7,3.3,0.1,-2.0,89.9,6.7,8.0,4.5,0.7,0.0,1013.0,997.5,3.7,3.5,0.2,-,0.0,0.0,11.4,2.3,-,-,-,-,-
2012-01-20,2.1,5.0,-0.2,-2.0,86.3,6.1,6.8,5.1,0.0,0.0,1007.3,991.9,2.7,2.7,0.0,-,0.0,0.2,1.6,0.9,1.8,-,-,-,-
2012-01-21,1.9,3.7,0.2,-0.3,88.3,6.2,7.4,4.8,0.0,0.0,1007.1,991.7,5.2,0.6,4.6,-,0.0,0.0,2.8,3.9,0.7,-,-,-,-
2012-01-22,3.9,6.5,0.2,0.0,84.1,6.7,7.4,6.3,0.2,0.0,999.2,983.9,2.1,0.4,1.7,-,0.0,0.7,9.7,-,-,-,-,-,-
2012-01-23,1.5,4.2,0.5,0.1,90.6,6.2,7.4,4.1,0.0,0.0,1008.8,993.3,2.9,0.1,2.8,-,0.0,0.0,3.2,11.1,0.8,-,-,-,-
2012-01-24,-0.7,0.5,-1.7,-3.2,97.1,5.7,7.5,1.5,0.0,0.0,1017.3,1001.5,0.0,0.0,0.0,2,0.0,0.0,-,7.1,-,0.6,-,-,-
2012-01-25,-1.2,0.2,-2.5,-3.9,93.8,5.3,6.6,1.6,0.0,0.0,1024.8,1008.9,0.0,0.0,0.0,1,0.0,0.0,-,6.9,-,-,-,-,-
2012-01-26,-3.5,0.0,-8.2,-9.8,88.4,4.2,5.1,2.1,0.0,0.0,1027.6,1011.5,0.0,0.0,0.0,-,0.0,4.4,-,-,-,-,-,3.0,-
2012-01-27,-7.6,-1.7,-9.7,-9.8,84.3,2.9,1.6,4.5,0.0,0.0,1030.3,1013.9,0.0,0.0,0.0,-,0.0,3.8,-,-,-,-,-,14.0,-
2012-01-28,-6.6,-2.1,-11.0,-11.5,81.9,3.1,5.3,3.5,0.0,0.0,1032.3,1016.0,0.0,0.0,0.0,-,0.0,4.3,-,-,-,-,-,13.0,-
2012-01-29,-8.5,-2.4,-10.5,-12.7,79.6,2.6,2.3,3.9,0.0,0.0,1035.9,1019.4,0.0,0.0,0.0,-,0.0,6.8,-,-,-,-,-,15.0,-
2012-01-30,-8.1,-3.1,-12.0,-13.9,67.0,2.2,0.9,5.0,0.0,0.0,1037.3,1020.8,0.0,0.0,0.0,-,0.0,8.1,-,-,-,-,-,11.0,-
2012-01-31,-10.6,-5.9,-13.5,-14.4,73.9,2.0,0.8,3.5,0.0,0.0,1035.9,1019.2,0.0,0.0,0.0,-,0.0,7.7,-,-,-,-,-,16.0,-
2012-02-01,-11.2,-7.9,-13.9,-17.0,71.8,1.9,0.3,3.4,0.0,0.0,1036.3,1019.6,0.0,0.0,0.0,-,0.0,8.1,-,0.7,-,-,-,15.0,-
2012-02-02,-14.1,-10.0,-16.9,-17.5,75.8,1.6,1.3,1.4,0.0,0.0,1036.6,1019.7,0.0,0.0,0.0,-,0.0,7.6,-,0.2,-,-,-,15.0,-
2012-02-03,-14.8,-9.5,-19.6,-21.3,77.1,1.5,2.0,1.6,0.0,0.0,1037.1,1020.2,0.0,0.0,0.0,-,0.0,7.7,-,-,-,-,-,16.0,-
2012-02-04,-13.8,-8.8,-19.8,-20.9,77.4,1.6,2.6,0.9,0.0,0.0,1038.7,1021.8,0.0,0.0,0.0,-,0.0,7.1,-,-,-,-,-,17.0,-
2012-02-05,-13.1,-9.4,-17.0,-18.8,69.0,1.5,6.3,1.8,0.0,0.0,1038.1,1021.3,0.0,0.0,0.0,-,0.0,2.9,-,1.6,-,-,-,6.6,-
2012-02-06,-14.2,-10.8,-17.7,-18.0,71.6,1.5,5.0,1.8,0.0,0.0,1037.4,1020.5,0.1,0.0,0.1,-,0.0,6.6,-,0.2,-,-,-,15.8,-
2012-02-07,-10.8,-8.9,-12.9,-12.9,78.0,2.1,8.0,3.3,0.0,0.0,1037.7,1021.1,0.0,0.0,0.0,1,0.0,0.0,-,12.0,-,-,-,-,-
2012-02-08,-8.4,-4.7,-11.9,-14.5,80.4,2.6,6.5,1.6,0.0,0.0,1039.4,1022.8,0.0,0.0,0.0,-,0.0,3.5,-,-,-,-,-,7.0,-
2012-02-09,-8.2,-5.3,-9.8,-11.2,85.3,2.8,7.0,2.0,0.0,0.0,1032.7,1016.3,0.6,0.6,0.0,1,0.0,0.0,-,16.8,-,-,-,1.7,-
2012-02-10,-12.5,-7.9,-18.0,-20.2,81.4,1.9,2.4,1.8,0.0,0.0,1040.4,1023.6,0.0,0.0,0.0,2,0.0,6.3,-,-,-,-,-,12.0,-
2012-02-11,-15.2,-7.7,-20.9,-22.6,80.6,1.5,0.5,1.5,0.0,0.0,1037.3,1020.4,0.0,0.0,0.0,1,0.0,7.3,-,-,-,-,-,17.0,-
2012-02-12,-14.7,-7.0,-21.6,-23.0,78.5,1.6,0.4,1.3,0.0,0.0,1031.9,1015.1,0.0,0.0,0.0,1,0.0,8.3,-,-,-,-,-,15.0,-
2012-02-13,-6.6,-3.5,-16.1,-18.0,87.9,3.4,7.9,1.3,0.0,0.0,1021.0,1004.8,0.1,0.1,0.0,1,0.0,0.0,-,21.7,-,-,-,0.8,-
2012-02-14,-3.9,-1.0,-5.8,-9.7,86.0,3.9,5.8,2.1,0.0,0.0,1014.7,998.8,0.4,0.0,0.4,1,0.0,4.2,-,4.2,-,-,-,2.5,-
2012-02-15,-0.2,1.8,-6.0,-7.7,87.1,5.2,7.9,8.3,3.3,0.0,993.8,978.5,3.1,1.5,1.6,4,0.0,0.8,-,20.5,-,-,-,-,-
2012-02-16,-1.2,0.6,-2.6,-4.6,86.3,4.9,7.0,3.5,0.0,0.0,1015.8,1000.1,6.1,2.7,3.4,9,1.3,0.0,-,12.2,-,-,-,-,-
2012-02-17,1.1,3.6,-3.5,-5.1,93.0,6.2,7.6,3.9,0.0,0.0,1015.2,999.6,2.1,2.1,0.0,16,1.5,0.0,5.5,5.9,3.3,-,-,-,-
2012-02-18,3.1,5.0,1.3,0.7,88.4,6.7,6.6,2.8,0.0,0.0,1017.0,1001.4,1.0,0.0,1.0,5,4.2,1.5,0.4,-,-,-,-,-,-
2012-02-19,3.5,4.8,2.2,1.2,85.9,6.8,7.6,4.5,0.0,0.0,1013.6,998.1,4.0,4.0,0.0,-,0.0,0.0,12.9,-,-,-,-,-,-
2012-02-20,0.9,3.6,-1.7,-4.1,75.3,4.9,3.0,4.1,0.0,0.0,1030.2,1014.4,0.0,0.0,0.0,-,0.0,8.1,-,0.8,-,-,-,7.0,-
2012-02-21,0.7,3.8,-3.8,-6.1,73.9,4.8,5.4,4.0,0.0,0.0,1029.9,1014.1,0.6,0.0,0.6,-,0.0,2.7,4.1,0.3,-,-,-,8.0,-
2012-02-22,4.2,8.6,2.1,1.1,88.6,7.3,6.4,4.1,0.0,0.0,1027.8,1012.2,0.2,0.0,0.2,-,0.0,2.6,5.4,-,-,-,-,4.0,-
2012-02-23,6.0,7.2,1.0,-0.6,82.0,7.6,6.0,6.8,0.0,0.0,1016.2,1000.8,0.2,0.2,0.0,-,0.0,0.0,6.6,-,-,-,-,2.0,-
2012-02-24,8.7,10.0,5.4,4.5,91.0,10.2,8.0,7.5,0.3,0.0,1015.3,1000.1,1.1,0.0,1.1,-,0.0,0.0,11.4,-,-,-,-,-,-
2012-02-25,6.1,9.8,3.9,3.1,73.0,6.8,6.3,7.6,2.4,0.0,1014.6,999.3,1.4,0.0,1.4,-,0.0,4.5,2.3,-,-,-,-,-,-
2012-02-26,2.5,5.9,-0.1,-0.5,70.1,5.1,3.5,4.9,0.0,0.0,1016.7,1001.2,0.0,0.0,0.0,-,0.0,6.9,1.3,-,-,-,-,4.0,-
2012-02-27,0.0,4.7,-4.4,-6.2,69.9,4.2,4.9,3.3,0.0,0.0,1023.6,1007.8,3.2,0.0,3.2,-,0.0,7.9,-,2.9,-,-,-,8.0,-
2012-02-28,3.9,7.2,0.1,-1.0,97.1,8.0,8.0,4.8,0.0,0.0,1015.9,1000.4,12.4,9.5,2.9,2,0.0,0.0,18.4,3.6,2.0,-,-,-,-
2012-02-29,8.4,9.5,7.1,6.1,94.6,10.4,7.5,3.4,0.0,0.0,1019.2,1003.9,0.6,0.0,0.6,-,0.0,0.1,12.9,-,-,-,-,-,-
2012-03-01,8.6,10.4,6.8,6.3,96.6,10.8,8.0,3.1,0.0,0.0,1022.9,1007.6,0.3,0.3,0.0,-,0.0,0.0,15.6,-,-,1.6,-,-,-
2012-03-02,6.6,8.9,5.0,3.8,84.8,8.3,7.6,3.6,0.0,0.0,1025.3,1009.8,0.0,0.0,0.0,-,0.0,0.0,-,-,-,-,-,4.0,-
2012-03-03,0.9,7.6,-4.1,-7.3,76.4,4.7,1.3,1.5,0.0,0.0,1029.4,1013.6,0.0,0.0,0.0,-,0.0,7.4,-,-,-,5.5,-,13.0,-
2012-03-04,-0.6,4.8,-6.1,-8.0,79.5,4.6,4.9,2.5,0.0,0.0,1027.1,1011.2,0.0,0.0,0.0,-,0.0,6.9,-,-,-,-,-,12.0,-
2012-03-05,-0.9,4.7,-5.6,-8.8,70.1,3.9,1.4,2.9,0.0,0.0,1024.7,1008.8,0.0,0.0,0.0,-,0.0,9.3,-,-,-,-,-,13.0,-
2012-03-06,-1.7,2.1,-5.6,-8.5,64.3,3.4,0.9,1.9,0.0,0.0,1029.9,1013.9,0.0,0.0,0.0,-,0.0,10.1,-,-,-,-,-,12.0,-
2012-03-07,-2.4,3.8,-7.7,-10.4,70.5,3.5,0.5,4.0,0.0,0.0,1027.4,1011.4,0.0,0.0,0.0,-,0.0,9.2,-,-,-,-,-,14.0,-
2012-03-08,0.6,2.7,-4.0,-6.7,87.6,5.7,7.8,2.8,0.0,0.0,1020.9,1005.2,3.2,2.2,1.0,-,0.0,0.0,10.7,4.0,0.7,-,-,7.0,-
2012-03-09,3.2,8.0,1.3,-2.7,82.1,6.2,5.8,3.4,0.0,0.0,1034.8,1019.0,0.0,0.0,0.0,-,0.0,6.5,0.4,-,-,-,-,4.0,-
2012-03-10,5.2,9.3,-0.2,-3.4,77.4,6.9,7.1,4.1,0.0,0.0,1031.1,1015.5,0.9,0.9,0.0,-,0.0,0.6,5.1,-,-,-,-,5.0,-
2012-03-11,7.2,10.0,5.7,5.1,61.6,6.2,5.1,6.0,0.0,0.0,1023.2,1007.8,0.1,0.0,0.1,-,0.0,7.4,3.5,-,-,-,-,-,-
2012-03-12,6.0,7.8,3.3,1.8,90.3,8.5,7.6,3.8,0.0,0.0,1023.2,1007.8,0.4,0.4,0.0,-,0.0,0.0,12.0,-,-,-,-,-,-
2012-03-13,6.8,7.8,6.0,5.5,88.4,8.7,8.0,4.5,0.0,0.0,1026.9,1011.4,0.1,0.1,0.0,-,0.0,0.0,5.5,-,-,-,-,-,-
2012-03-14,6.3,7.0,5.7,5.2,86.0,8.2,7.6,4.5,0.0,0.0,1027.4,1011.9,0.0,0.0,0.0,-,0.0,0.0,4.1,-,-,-,-,-,-
2012-03-15,6.2,9.8,4.3,0.1,81.4,7.6,5.6,1.6,0.0,0.0,1030.2,1014.6,0.0,0.0,0.0,-,0.0,2.0,-,-,-,-,-,4.0,-
2012-03-16,7.5,19.1,-4.0,-5.9,70.3,6.8,1.3,2.0,0.0,0.0,1023.3,1007.9,0.0,0.0,0.0,-,0.0,7.2,-,-,-,2.3,4.0,3.8,-
2012-03-17,11.3,21.9,-0.1,-2.9,62.3,7.6,0.1,1.6,0.0,0.0,1017.7,1002.6,0.0,0.0,0.0,-,0.0,9.0,-,-,-,-,5.0,6.0,-
2012-03-18,13.6,20.0,5.9,1.9,53.9,8.1,2.5,2.9,0.0,0.0,1014.3,999.4,0.4,0.0,0.4,-,0.0,9.1,0.8,-,-,-,7.0,-,-
2012-03-19,7.5,13.9,5.3,4.4,64.6,6.6,4.1,5.5,0.0,0.0,1024.0,1008.6,0.0,0.0,0.0,-,0.0,6.0,1.2,-,-,-,4.0,-,-
2012-03-20,7.5,13.1,1.4,-2.4,59.3,6.0,3.3,4.1,0.0,0.0,1032.9,1017.4,0.0,0.0,0.0,-,0.0,9.9,-,-,-,-,7.0,-,-
2012-03-21,9.7,13.3,6.8,5.3,71.0,8.5,6.0,3.8,0.0,0.0,1034.1,1018.7,0.0,0.0,0.0,-,0.0,2.7,-,-,-,-,5.0,-,-
2012-03-22,8.6,13.4,5.9,1.7,84.4,9.4,5.6,1.3,0.0,0.0,1033.3,1017.9,0.0,0.0,0.0,-,0.0,0.0,-,-,-,1.2,11.6,-,-
2012-03-23,8.2,17.6,0.2,-1.8,76.3,7.9,0.0,0.9,0.0,0.0,1027.9,1012.5,0.0,0.0,0.0,-,0.0,8.9,-,-,-,7.3,4.0,-,-
2012-03-24,9.1,17.8,0.0,-2.5,72.3,7.9,1.9,0.9,0.0,0.0,1025.8,1010.5,0.0,0.0,0.0,-,0.0,10.0,-,-,-,3.9,9.3,-,-
2012-03-25,9.5,15.9,4.2,0.3,67.8,7.8,0.6,3.8,0.0,0.0,1026.4,1011.0,0.0,0.0,0.0,-,0.0,9.7,-,-,-,-,9.0,-,-
2012-03-26,6.0,12.4,-0.7,-4.5,59.3,5.2,4.0,1.9,0.0,0.0,1033.3,1017.7,0.0,0.0,0.0,-,0.0,10.7,-,-,-,-,5.0,3.0,-
2012-03-27,10.0,16.2,2.7,-1.2,61.9,7.6,6.1,4.4,0.0,0.0,1026.9,1011.6,0.0,0.0,0.0,-,0.0,6.7,-,-,-,-,9.0,-,-
2012-03-28,13.1,19.0,6.5,3.0,59.4,8.6,3.4,5.3,0.0,0.0,1021.7,1006.7,0.0,0.0,0.0,-,0.0,10.9,-,-,-,-,6.0,-,-
2012-03-29,8.4,14.4,6.2,5.7,69.0,7.5,7.4,7.0,0.0,0.0,1010.4,995.3,2.9,0.6,2.3,-,0.0,1.1,10.5,-,-,-,-,-,-
2012-03-30,7.1,11.4,4.7,4.2,78.0,7.8,7.0,6.0,0.0,0.0,1006.5,991.4,0.3,0.1,0.2,-,0.0,4.5,2.5,-,-,-,-,-,-
2012-03-31,5.0,8.2,1.8,1.4,83.3,7.3,7.3,7.5,3.3,0.0,1001.1,985.9,2.9,2.9,0.0,-,0.0,1.1,6.6,1.1,0.3,-,-,-,-
2012-04-01,4.3,8.0,1.3,0.6,60.4,4.8,6.4,5.6,0.0,0.0,1011.0,995.6,0.0,0.0,0.0,-,0.0,8.5,-,1.1,-,-,-,-,-
2012-04-02,6.1,10.0,4.0,2.2,68.3,6.4,7.1,6.0,0.0,0.0,1007.0,991.8,0.4,0.4,0.0,-,0.0,4.6,3.5,-,-,-,-,2.0,-
2012-04-03,7.2,13.6,0.4,-2.4,68.9,6.8,6.6,3.5,0.0,0.0,1008.0,992.8,0.0,0.0,0.0,-,0.0,5.6,-,-,-,-,2.0,7.0,-
2012-04-04,9.6,17.9,5.8,3.6,77.0,9.1,7.1,3.6,0.3,0.0,1006.7,991.7,0.1,0.1,0.0,-,0.0,5.5,1.9,-,-,-,8.1,-,-
2012-04-05,4.3,7.5,3.2,3.2,84.8,7.0,8.0,2.8,0.0,0.0,1017.1,1001.7,0.3,0.0,0.3,-,0.0,0.0,1.4,-,-,-,6.7,-,-
2012-04-06,5.7,8.1,3.9,3.1,77.0,7.0,7.9,2.1,0.0,0.0,1010.5,995.3,0.0,0.0,0.0,-,0.0,0.2,3.8,-,-,-,-,-,-
2012-04-07,4.6,6.7,2.8,2.3,75.1,6.4,7.4,5.3,0.0,0.0,1002.4,987.1,0.0,0.0,0.0,-,0.0,1.2,1.2,-,-,-,-,-,-
2012-04-08,1.5,5.3,-1.4,-2.2,58.9,3.9,5.5,4.0,0.0,0.0,1009.8,994.3,0.0,0.0,0.0,-,0.0,5.1,-,0.6,-,-,-,2.0,-
2012-04-09,2.7,10.0,-7.4,-10.4,56.3,3.8,2.4,3.5,0.0,0.0,1011.5,996.0,0.0,0.0,0.0,-,0.0,10.3,-,-,-,-,-,7.0,-
2012-04-10,9.2,15.6,-0.3,-2.2,47.4,5.3,6.8,6.4,0.2,0.0,1004.9,989.9,0.0,0.0,0.0,-,0.0,7.5,0.7,-,-,-,-,-,-
2012-04-11,10.5,16.3,2.7,-0.7,50.6,6.3,5.8,3.8,0.0,0.0,999.0,984.1,0.0,0.0,0.0,-,0.0,8.0,-,-,-,-,2.0,-,-
2012-04-12,7.4,11.4,6.2,2.7,92.5,9.6,7.6,3.1,0.0,0.0,1001.5,986.4,1.4,1.4,0.0,-,0.0,0.0,11.1,-,-,-,3.6,-,-
2012-04-13,7.4,13.1,-1.2,-3.3,75.4,7.6,6.1,2.4,0.0,0.0,1004.5,989.4,0.0,0.0,0.0,-,0.0,4.8,0.6,-,-,2.8,4.0,-,-
2012-04-14,8.4,13.7,-1.2,-3.0,68.6,7.2,5.3,2.6,0.0,0.0,1004.8,989.8,0.7,0.0,0.7,-,0.0,8.2,1.3,-,-,-,10.0,-,-
